company_name,ico,segment,is_client,play_type,employee_count,current_acv_eur,potential_acv_eur,whitespace_eur,current_products,top_upsell,all_upsells,competitor_tools,nearest_renewal,days_to_renewal
"KLVAŇA - nábytek, s.r.o.",27671143,AEC,True,upsell,,5900,25200,19300,3ds Max | AutoCAD LT,M&E Collection,M&E Collection; AEC Collection; PDMC,,2027-08-28,492
Kaplan nábytek s. r. o.,,unknown,True,upsell,15,5900,25200,19300,3ds Max | AutoCAD LT,M&E Collection,M&E Collection; AEC Collection; PDMC,,2027-08-28,492
BANSBACH,,unknown,False,greenfield,241,0,19280,19280,,,,,,
Kloknerův ústav ČVUT x Goryczka & Melter,,unknown,False,greenfield,240,0,19200,19200,,,,,,
DATRIA s.r.o.,04261763,D&M,True,expand+displace,10,45900,64800,18900,AutoCAD LT | PDMC | Vault,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,solidworks,2026-06-12,50
Atrikasa s.r.o.,04161238,D&M,True,upsell,23,45900,64800,18900,AutoCAD LT | PDMC | Vault,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-06-12,50
IES spol. s r.o.,47911158,D&M,True,upsell,,10000,28800,18800,AutoCAD LT | PDMC | Vault,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-08-01,100
TWE DIERDORF,,unknown,False,greenfield,235,0,18800,18800,,,,,,
Bitcon spol. s r.o.,43003028,D&M,True,upsell,7,2100,20800,18700,Fusion | Revit LT,PDMC,PDMC; AEC Collection; Fusion Mfg Ext,,2026-12-03,224
Ton,00361012,unknown,True,upsell,,2100,20800,18700,Fusion | Revit LT,PDMC,PDMC; AEC Collection; Fusion Mfg Ext,,2026-12-03,224
SETARAM Instrumentation,,unknown,False,greenfield,233,0,18640,18640,,,,,,
ELK Motor,,unknown,False,greenfield,232,0,18560,18560,,,,,,
AMF ANDREAS MAIER GmbH & Co. KG,,unknown,False,greenfield,229,0,18320,18320,,,,,,
Otto Ganter GmBH & Co. KG,,unknown,False,greenfield,229,0,18320,18320,,,,,,
J. Schneeberger Maschinen AG,,unknown,False,greenfield,226,0,18080,18080,,,,,,
"Kovo Staněk, s.r.o.",26936313,D&M,True,upsell,12,16800,34700,17900,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-07-12,80
ANAMET,24793931,AEC,True,upsell,,16800,34700,17900,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-07-22,90
GALVAMET,25779893,D&M,True,upsell,9,16800,34700,17900,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-07-22,90
"Almet, a. s.",46505156,D&M,True,upsell,25,16800,34700,17900,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-07-22,90
Forstner,,unknown,True,upsell,6,16800,34700,17900,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-12-28,249
BOSCHERT,,unknown,True,upsell,21,16800,34700,17900,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-12-28,249
Bayern Innovativ GmbH,,unknown,False,greenfield,220,0,17600,17600,,,,,,
Prolicht Czech,24250155,D&M,True,upsell,282,56250,73800,17550,Flex | Fusion | Inventor | PDMC,AEC Collection,AEC Collection; Fusion Mfg Ext; Fusion Sim Ext,,2026-10-30,190
ACE,02668491,AEC,True,upsell,5,3250,20800,17550,AutoCAD | Flex,AEC Collection,AEC Collection; PDMC; Forma,,2026-06-23,61
Zehnder Clean Air Solutions,,unknown,False,greenfield,219,0,17520,17520,,,,,,
FORTEMIX,26868211,AEC,False,greenfield,115,0,17250,17250,,,,,,
WISKA,,unknown,False,greenfield,215,0,17200,17200,,,,,,
Special Springs s.r.l.,,unknown,False,greenfield,214,0,17120,17120,,,,,,
JANOŠÍK OKNA-DVEŘE,27763099,AEC,True,upsell,90,3700,20800,17100,AutoCAD | AutoCAD LT,AEC Collection,AEC Collection; PDMC; Forma,,2027-02-16,299
LACHEM s.r.o.,03877418,AEC,True,upsell,,33400,50400,17000,AutoCAD LT | PDMC,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-05-17,24
ALPS Electric Czech,63484021,D&M,True,upsell,295,26300,43200,16900,AutoCAD LT | Fusion | Inventor | PDMC,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-07-30,98
optiqa,19959311,unknown,True,upsell,,2000,18800,16800,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-05-23,761
Program,00363330,unknown,True,upsell,,2000,18800,16800,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-15,22
GALATEK a.s.,25286706,D&M,True,upsell,61,2000,18800,16800,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-13,20
Optimal.eco s.r.o.,27382460,D&M,True,upsell,1,2000,18800,16800,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-05-23,761
IOKO Studio,,unknown,True,upsell,6,2000,18800,16800,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-06,44
REGLOPLAS,,unknown,True,upsell,,2000,18800,16800,AutoCAD LT | Revit LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-10-07,167
PRONOMIC,,unknown,True,upsell,,2000,18800,16800,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-15,22
GALTEX s.r.o.,,unknown,True,upsell,61,2000,18800,16800,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-13,20
Fiege electronic GmbH,,unknown,True,upsell,16,2000,18800,16800,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2029-01-24,1007
ACF ENGINEERING & AUTOMATION GmbH,,unknown,True,upsell,19,2000,18800,16800,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-11,18
Warhorse Studios,24155489,M&E,False,greenfield,139,0,16680,16680,,,,,,
UHP Europe s.r.o.,17414563,AEC,True,upsell,,2200,18800,16600,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-10-31,191
PEM Europe,,unknown,True,upsell,,2200,18800,16600,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-10-31,191
TEXIM s.r.o.,42195900,D&M,True,upsell,20,2300,18800,16500,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-05,226
Gefos,25684213,D&M,False,greenfield,109,0,16350,16350,,,,,,
"UXA, s. r. o.",03791904,AEC,False,greenfield,109,0,16350,16350,,,,,,
Austro,19406720,unknown,True,upsell,,2500,18800,16300,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-14,325
Modulario,17834694,AEC,True,upsell,,55700,72000,16300,AutoCAD LT | PDMC | Vault,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2028-03-04,681
CHAMBRELAN s.r.o.,29134455,D&M,True,upsell,26,2500,18800,16300,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-04-17,725
ABERG ENERGY s.r.o.,08905304,D&M,True,upsell,,2500,18800,16300,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2029-01-24,1007
"VAKUUMTECHNIK, s.r.o.",,unknown,True,upsell,11,2500,18800,16300,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-11,322
SPS,01253891,unknown,True,upsell,,2700,18800,16100,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-07,75
MISTRA s.r.o.,27723861,D&M,True,upsell,,7000,23100,16100,Fusion | Fusion Mfg Ext,PDMC,PDMC; Fusion Sim Ext; Fusion Manage Ext,,2026-09-16,146
Eepos,,unknown,True,upsell,289,2700,18800,16100,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-07,75
Geotronics,48027014,AEC,True,upsell,95,12200,28200,16000,AutoCAD LT | Inventor,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-12,19
TAROS NOVA a.s.,25866125,AEC,True,upsell,10,12200,28200,16000,AutoCAD LT | Inventor,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-12,19
DoALL,,unknown,False,greenfield,200,0,16000,16000,,,,,,
Hidroliksan Halim Usta,,unknown,False,greenfield,197,0,15760,15760,,,,,,
C.S.O,,unknown,True,upsell,,3500,18800,15300,AutoCAD LT | Fusion + PowerMill | Fusion + PowerShape,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-31,99
CzechInvest,17708630,AEC,False,greenfield,126,0,15120,15120,,,,,,
Precitrame Machines SA,,unknown,False,displacement,188,0,15040,15040,,,,dassault systemes,,
Eurogreen CZ s.r.o.,64651959,AEC,False,greenfield,50,0,15000,15000,,,,,,
VV SKLO s.r.o.,09675451,AEC,False,greenfield,72,0,15000,15000,,,,,,
mmcité,27670864,D&M,False,greenfield,76,0,15000,15000,,,,,,
Plan A Collective,07832711,M&E,False,greenfield,94,0,15000,15000,,,,,,
BSG,02108232,D&M,False,greenfield,50,0,15000,15000,,,,,,
AutoMax Group s.r.o.,43873588,D&M,False,greenfield,60,0,15000,15000,,,,,,
Penta Real Estate s.r.o.,03590534,M&E,False,greenfield,100,0,15000,15000,,,,,,
"Miloš Ryšavý, stavební a obchodní firma, s.r.o.",28315049,D&M,False,greenfield,50,0,15000,15000,,,,,,
CASUA s.r.o.,44846908,AEC,False,greenfield,50,0,15000,15000,,,,,,
ALFLETH Engineering AG,,unknown,True,upsell,32,5850,20800,14950,AutoCAD | Flex | Navisworks | ReCap Pro,AEC Collection,AEC Collection; PDMC; Forma,,2026-12-04,225
ENIKA.CZ s.r.o.,28218167,D&M,True,upsell,23,6700,21600,14900,AutoCAD LT | PDMC,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-06-13,51
Partnership,03691187,M&E,False,greenfield,124,0,14880,14880,,,,,,
"SoliCAD, s.r.o.",27440117,D&M,True,upsell,15,4000,18800,14800,AutoCAD LT | Flex | Inventor,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-01,69
DREISTERN GmbH & Co. KG,,unknown,False,greenfield,185,0,14800,14800,,,,,,
SLT components spol. s r.o.,04599357,D&M,True,upsell,,4300,18800,14500,AutoCAD LT | Inventor,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-05-17,389
Essentra Components s.r.o.,27195031,unknown,True,upsell,,4300,18800,14500,AutoCAD LT | Inventor,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-05-17,389
DRUMAG GmbH,,unknown,False,greenfield,176,0,14080,14080,,,,,,
Prestige technology s.r.o.,29461901,D&M,True,upsell,11,2400,16400,14000,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-06-13,51
FERRUM s.r.o.,03111211,D&M,True,upsell,23,14800,28800,14000,AutoCAD | AutoCAD LT | PDMC,AEC Collection,AEC Collection; Forma; AutoCAD (full),,2028-01-19,636
"Alfe Brno, s. r. o.",45475164,D&M,True,upsell,40,4800,18800,14000,AutoCAD LT | Inventor,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-24,154
GT-Line,,unknown,True,upsell,7,4800,18800,14000,AutoCAD LT | Inventor,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-06,44
HENNLICH s.r.o.,00370714,unknown,False,greenfield,174,0,13920,13920,,,,,,
SUMMA spol. s r.o.,42766265,AEC,True,upsell,,21000,34700,13700,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-11-07,198
REHACO spol. s r.o.,19394250,AEC,True,upsell,,21000,34700,13700,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-06-14,52
KOVOKON,25520971,D&M,True,upsell,430,2800,16400,13600,Fusion | Fusion + FeatureCAM,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-07-29,97
Permix EU,,unknown,False,greenfield,170,0,13600,13600,,,,,,
Narran s.r.o.,01835483,D&M,True,upsell,12,3000,16400,13400,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-08-02,101
Igepa CZ s.r.o.,48950441,D&M,True,upsell,,3000,16400,13400,Fusion,PDMC,PDMC; Fusion Mfg Ext; Fusion Sim Ext,,2026-12-08,229
Sensority s.r.o.,06084206,D&M,True,upsell,,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-10-21,546
Projects 4GASTRONOMY,21843155,AEC,True,upsell,,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-11-25,216
"techniku, s.r.o.",02929686,M&E,True,upsell,,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-05-31,403
PROFIKA s.r.o.,46359982,M&E,True,upsell,19,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-03-11,322
"PROFI.MK, s.r.o.",02400201,D&M,True,upsell,,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-03-12,323
Kovona a.s.,14801884,D&M,True,upsell,7,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2028-06-08,777
KAVON CZ s.r.o.,15050491,M&E,True,upsell,18,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2028-02-11,659
"INVELT, s.r.o.",29157234,AEC,True,upsell,8,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-03-02,313
ENSTO,09610901,D&M,True,upsell,27,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-10-21,546
"ATEQ, odštěpný závod",27681360,AEC,True,upsell,,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-07-06,74
AB Komponenty,26269015,AEC,True,upsell,5,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-01-06,258
"Prologis Czech Republic Management, s.r.o.",25175424,AEC,True,upsell,,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2026-11-30,221
COLORPROFI,08728801,unknown,True,upsell,,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-03-12,323
ROLLON,,unknown,True,expand+displace,525,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,solidworks,2026-07-02,70
HYDRO-GEAR,,unknown,True,expand+displace,718,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,siemens teamcenter plm software; siemens apogee,2026-12-20,241
Hemimex Group,,unknown,True,upsell,,4200,17350,13150,PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-06-30,433
ČAS,00534137,unknown,True,upsell,,7000,19800,12800,Inventor | PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Vault; Moldflow,,2026-05-28,35
DAWELL CZ s.r.o.,29378362,D&M,True,upsell,10,7000,19800,12800,Inventor | PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Vault; Moldflow,,2026-07-29,97
CHVALIS s.r.o.,08758425,AEC,True,upsell,25,7000,19800,12800,Inventor | PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Vault; Moldflow,,2026-05-28,35
JRD Services s.r.o.,02811022,AEC,True,upsell,50,7000,19800,12800,Inventor | PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Vault; Moldflow,,2026-12-12,233
Data protection,01555219,M&E,True,upsell,,7000,19800,12800,Inventor | PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Vault; Moldflow,,2026-07-24,92
"Services""",,unknown,True,upsell,,7000,19800,12800,Inventor | PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Vault; Moldflow,,2026-12-12,233
Construsoft,25857134,M&E,False,displacement,103,0,12360,12360,,,,tekla; sketchup,,
UNITED BARCODE SYSTEMS,,unknown,False,greenfield,154,0,12320,12320,,,,,,
TADEX S.C.,,unknown,False,greenfield,154,0,12320,12320,,,,,,
Vitra,25737287,unknown,True,upsell,,6600,18800,12200,AutoCAD LT | Inventor,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-23,91
JELÍNEK - výroba nábytku s.r.o.,42866022,unknown,False,greenfield,151,0,12080,12080,,,,,,
SURFIN Technology s.r.o.,02021471,D&M,True,upsell,17,16800,28800,12000,AutoCAD | AutoCAD LT | PDMC,AEC Collection,AEC Collection; Forma; AutoCAD (full),,2026-05-11,18
"Centrum dopravního výzkumu, v.v.i",44994575,AEC,False,greenfield,100,0,12000,12000,,,,,,
Software602 a.s.,63078236,M&E,False,greenfield,99,0,12000,12000,,,,,,
Reggiana Riduttori,,unknown,False,greenfield,150,0,12000,12000,,,,,,
Bruker Alicona,,unknown,False,greenfield,150,0,12000,12000,,,,,,
Karl Bruckner GmbH,,unknown,False,greenfield,148,0,11840,11840,,,,,,
"ALBA precision, spol. s r.o.",60726075,unknown,True,upsell,,13400,25200,11800,Fusion | Fusion + PowerMill | Fusion Mfg Ext | Inventor | PDMC,Fusion Sim Ext,Fusion Sim Ext; Fusion Manage Ext; Vault,,2026-11-13,204
ITAX PRECISION s.r.o.,25062760,D&M,True,upsell,9,13400,25200,11800,Fusion | Fusion + PowerMill | Fusion Mfg Ext | Inventor | PDMC,Fusion Sim Ext,Fusion Sim Ext; Fusion Manage Ext; Vault,,2026-11-13,204
RÖHM GmbH,,unknown,True,upsell,1527,10250,21600,11350,AutoCAD LT | Flex | PDMC,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-10-13,173
Excelitas Noblelight,,unknown,False,greenfield,140,0,11200,11200,,,,,,
Bolte GmbH,,unknown,True,upsell,,6200,17350,11150,Fusion + FeatureCAM | Fusion + PowerMill | PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Moldflow; Flex,,2027-01-27,279
Torqueleader,,unknown,False,greenfield,139,0,11120,11120,,,,,,
"HYDROCOM, spol. s r.o.",49967959,D&M,True,upsell,,25300,36000,10700,AutoCAD LT | PDMC | Vault,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-10-13,173
SCHAUBLIN MACHINES SA,,unknown,False,greenfield,132,0,10560,10560,,,,,,
Bruker Elemental,,unknown,False,greenfield,130,0,10400,10400,,,,,,
"Moravia Tech, a.s.",03637751,D&M,True,upsell,10,350,10400,10050,Flex,AEC Collection,AEC Collection; PDMC; Forma,,2027-04-06,348
ETB - Gebr. Bach GmbH,,unknown,False,greenfield,125,0,10000,10000,,,,,,
CIMsystem s.r.l.,,unknown,False,greenfield,124,0,9920,9920,,,,,,
FEMSAN,,unknown,True,upsell,121,8900,18800,9900,AutoCAD LT | Inventor,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-10-19,179
Riegger Diamantwerkzeuge GmbH,,unknown,False,greenfield,123,0,9840,9840,,,,,,
PMES Technologies s.r.o.,01863479,unknown,True,upsell,,19000,28800,9800,AutoCAD LT | Fusion | PDMC,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-08-26,125
